[INFO ] [2022-07-10 22:19:04,989] Step 1 - click on My Account Link
[INFO ] [2022-07-11 22:14:24,554] Account information - Step 2: Edit last name
[INFO ] [2022-07-11 22:14:24,596] Account information - Step 3: Input current password
[INFO ] [2022-07-11 22:14:24,635] Account information - Step 4: Click on Save button
[INFO ] [2022-07-11 22:14:25,869] Account information - Step 5: Verify success message
[INFO ] [2022-07-11 22:14:25,884] --------------Passed---------------
[INFO ] [2022-07-11 22:15:17,204] Login - Step 1: Click on My Account Link
[INFO ] [2022-07-11 22:15:18,530] Login - Step 2: Input empty to Email Textbox
[INFO ] [2022-07-11 22:15:18,601] Login - Step 3: Input empty to Password Textbox
[INFO ] [2022-07-11 22:15:18,648] Login - Step 4: Click on Login button
[INFO ] [2022-07-11 22:15:18,896] Login - Step 5: Verify Error message at email textbox when empty
[INFO ] [2022-07-11 22:15:19,067] --------------Passed---------------
[INFO ] [2022-07-11 22:15:19,068] Login - Step 6: Verify Error message at password textbox when empty
[INFO ] [2022-07-11 22:15:19,169] --------------Passed---------------
[INFO ] [2022-07-11 22:15:19,185] Login - Step 1: Click on My Account Link
[INFO ] [2022-07-11 22:15:20,447] Login - Step 2: Input invalid email to email textbox
[INFO ] [2022-07-11 22:15:20,497] Login - Step 3: Input valid password to password textbox
[INFO ] [2022-07-11 22:15:20,566] Login - Step 4: Click on Login button
[INFO ] [2022-07-11 22:15:21,289] Login - Step 5: Verify error message when inputting invalid email
[INFO ] [2022-07-11 22:15:21,331] --------------Passed---------------
[INFO ] [2022-07-11 22:15:21,334] Login - Step 1: Click on My Account Link
[INFO ] [2022-07-11 22:15:22,723] Login - Step 2: Input valid mail to email textbox
[INFO ] [2022-07-11 22:15:22,806] Login - Step 3: Input less-than-6-character password into password textbox
[INFO ] [2022-07-11 22:15:22,867] Login - Step 4: Click on Login button
[INFO ] [2022-07-11 22:15:23,591] Login - Step 5: Verify error message when inputting less-than-6-character password
[INFO ] [2022-07-11 22:15:23,634] --------------Passed---------------
[INFO ] [2022-07-11 22:15:23,642] Create New Account - Step 1: Click on My Account Link
[INFO ] [2022-07-11 22:15:25,027] Create New Account - Step 2: Click on Create new account button
[INFO ] [2022-07-11 22:15:26,095] Create New Account - Step 3: Input to First name textbox withLe
[INFO ] [2022-07-11 22:15:26,135] Create New Account - Step 4: Input to Last name textbox withPhat
[INFO ] [2022-07-11 22:15:26,217] Create New Account - Step 5: Input to Email adress textbox withthanhphat129499@gmail.com
[INFO ] [2022-07-11 22:15:26,244] Create New Account - Step 6: Input to password textbox
[INFO ] [2022-07-11 22:15:26,265] Create New Account - Step 7: Input to confirm password textbox
[INFO ] [2022-07-11 22:15:26,290] Create New Account - Step 8: Click on Register button
[INFO ] [2022-07-11 22:15:27,899] Create New Account - Step 9: Verify success message when register successfully
[INFO ] [2022-07-11 22:15:27,928] --------------Passed---------------
[INFO ] [2022-07-11 22:15:27,928] Create New Account - Step 10: Verify Dashboard title
[INFO ] [2022-07-11 22:15:27,941] --------------Passed---------------
[INFO ] [2022-07-11 22:15:27,941] Create New Account - Step 11: Verify Welcome message
[INFO ] [2022-07-11 22:15:27,949] --------------Passed---------------
[INFO ] [2022-07-11 22:15:27,950] Create New Account - Step 12: Click on Acount button on the header
[INFO ] [2022-07-11 22:15:28,672] Create New Account - Step 13: Click on Logout button
[INFO ] [2022-07-11 22:15:30,219] Create New Account - Step 14: Verify Homepage image
[INFO ] [2022-07-11 22:15:35,521] --------------Passed---------------
[INFO ] [2022-07-11 22:15:35,528] Login - Step 1: Click on My Account Link
[INFO ] [2022-07-11 22:15:36,808] Login - Step 2: Input incorrect email into email textbox
[INFO ] [2022-07-11 22:15:36,859] Login - Step 3: Input correct password into password textbox
[INFO ] [2022-07-11 22:15:36,968] Login - Step 4: Click on Login button
[INFO ] [2022-07-11 22:15:38,730] Login - Step 5: Verify error message when inputting incorrect email
[INFO ] [2022-07-11 22:15:38,769] --------------Passed---------------
[INFO ] [2022-07-11 22:15:38,774] Login - Step 1: Click on My Account Link
[INFO ] [2022-07-11 22:15:40,160] Login - Step 2: Input correct email into email textbox
[INFO ] [2022-07-11 22:15:40,203] Login - Step 3: Input incorrect password into password textbox
[INFO ] [2022-07-11 22:15:40,237] Login - Step 4: Click on Login button
[INFO ] [2022-07-11 22:15:42,078] Login - Step 5: Verify error message when inputting incorrect password
[INFO ] [2022-07-11 22:15:42,112] --------------Passed---------------
[INFO ] [2022-07-11 22:15:42,118] Login - Step 1: Click on My Account Link
[INFO ] [2022-07-11 22:15:43,875] Login - Step 2: Input correct email into email textbox
[INFO ] [2022-07-11 22:15:43,914] Login - Step 3: Input correct password into password textbox
[INFO ] [2022-07-11 22:15:43,974] Login - Step 4: Click on Login button
[INFO ] [2022-07-11 22:15:48,422] Login - Step 5: Verify Dashboard title
[INFO ] [2022-07-11 22:15:48,441] --------------Passed---------------
[INFO ] [2022-07-11 22:15:48,441] Login - Step 6: Verify Welcome message
[INFO ] [2022-07-11 22:15:48,452] --------------Passed---------------
[INFO ] [2022-07-11 22:15:48,453] Login - Step 7: Verify Contact information
[INFO ] [2022-07-11 22:15:48,467] --------------Passed---------------
[INFO ] [2022-07-11 22:15:48,479] --------------Passed---------------
[INFO ] [2022-07-11 22:15:48,479] Login - Step 8: Click on Acount button on the header
[INFO ] [2022-07-11 22:15:49,202] Login - Step 9: Click on Logout button
[INFO ] [2022-07-11 22:15:50,594] Login - Step 1: Click on My Account Link
[INFO ] [2022-07-11 22:15:51,982] Login - Step 2: Input correct email into email textbox
[INFO ] [2022-07-11 22:15:52,023] Login - Step 3: Input correct password into password textbox
[INFO ] [2022-07-11 22:15:52,106] Login - Step 4: Click on Login button
[INFO ] [2022-07-11 22:15:53,596] Dashboard - Step 1: Click on Account Information
[INFO ] [2022-07-11 22:15:54,727] Account information - Step 1: Edit first name
[INFO ] [2022-07-11 22:15:54,770] Account information - Step 2: Edit last name
[INFO ] [2022-07-11 22:15:54,793] Account information - Step 3: Input current password
[INFO ] [2022-07-11 22:15:54,847] Account information - Step 4: Click on Save button
[INFO ] [2022-07-11 22:15:56,303] Account information - Step 5: Verify success message
[INFO ] [2022-07-11 22:15:56,316] --------------Passed---------------
[INFO ] [2022-07-11 22:16:03,183] Login - Step 1: Click on My Account Link
[INFO ] [2022-07-11 22:16:04,383] Login - Step 2: Input empty to Email Textbox
[INFO ] [2022-07-11 22:16:04,421] Login - Step 3: Input empty to Password Textbox
[INFO ] [2022-07-11 22:16:04,458] Login - Step 4: Click on Login button
[INFO ] [2022-07-11 22:16:04,686] Login - Step 5: Verify Error message at email textbox when empty
[INFO ] [2022-07-11 22:16:04,723] --------------Passed---------------
[INFO ] [2022-07-11 22:16:04,723] Login - Step 6: Verify Error message at password textbox when empty
[INFO ] [2022-07-11 22:16:04,757] --------------Passed---------------
[INFO ] [2022-07-11 22:16:04,760] Login - Step 1: Click on My Account Link
[INFO ] [2022-07-11 22:16:05,949] Login - Step 2: Input invalid email to email textbox
[INFO ] [2022-07-11 22:16:06,019] Login - Step 3: Input valid password to password textbox
[INFO ] [2022-07-11 22:16:06,110] Login - Step 4: Click on Login button
[INFO ] [2022-07-11 22:16:06,372] Login - Step 5: Verify error message when inputting invalid email
[INFO ] [2022-07-11 22:16:06,552] --------------Passed---------------
[INFO ] [2022-07-11 22:16:06,554] Login - Step 1: Click on My Account Link
[INFO ] [2022-07-11 22:16:07,922] Login - Step 2: Input valid mail to email textbox
[INFO ] [2022-07-11 22:16:08,013] Login - Step 3: Input less-than-6-character password into password textbox
[INFO ] [2022-07-11 22:16:08,115] Login - Step 4: Click on Login button
[INFO ] [2022-07-11 22:16:08,349] Login - Step 5: Verify error message when inputting less-than-6-character password
[INFO ] [2022-07-11 22:16:08,385] --------------Passed---------------
[INFO ] [2022-07-11 22:16:08,388] Create New Account - Step 1: Click on My Account Link
[INFO ] [2022-07-11 22:16:09,504] Create New Account - Step 2: Click on Create new account button
[INFO ] [2022-07-11 22:16:10,541] Create New Account - Step 3: Input to First name textbox withLe
[INFO ] [2022-07-11 22:16:10,594] Create New Account - Step 4: Input to Last name textbox withPhat
[INFO ] [2022-07-11 22:16:10,635] Create New Account - Step 5: Input to Email adress textbox withthanhphat977957@gmail.com
[INFO ] [2022-07-11 22:16:10,701] Create New Account - Step 6: Input to password textbox
[INFO ] [2022-07-11 22:16:10,741] Create New Account - Step 7: Input to confirm password textbox
[INFO ] [2022-07-11 22:16:10,774] Create New Account - Step 8: Click on Register button
[INFO ] [2022-07-11 22:16:12,419] Create New Account - Step 9: Verify success message when register successfully
[INFO ] [2022-07-11 22:16:12,458] --------------Passed---------------
[INFO ] [2022-07-11 22:16:12,458] Create New Account - Step 10: Verify Dashboard title
[INFO ] [2022-07-11 22:16:12,469] --------------Passed---------------
[INFO ] [2022-07-11 22:16:12,469] Create New Account - Step 11: Verify Welcome message
[INFO ] [2022-07-11 22:16:12,477] --------------Passed---------------
[INFO ] [2022-07-11 22:16:12,477] Create New Account - Step 12: Click on Acount button on the header
[INFO ] [2022-07-11 22:16:12,697] Create New Account - Step 13: Click on Logout button
[INFO ] [2022-07-11 22:16:14,080] Create New Account - Step 14: Verify Homepage image
[INFO ] [2022-07-11 22:16:19,387] --------------Passed---------------
[INFO ] [2022-07-11 22:16:19,393] Login - Step 1: Click on My Account Link
[INFO ] [2022-07-11 22:16:20,589] Login - Step 2: Input incorrect email into email textbox
[INFO ] [2022-07-11 22:16:20,634] Login - Step 3: Input correct password into password textbox
[INFO ] [2022-07-11 22:16:20,689] Login - Step 4: Click on Login button
[INFO ] [2022-07-11 22:16:22,197] Login - Step 5: Verify error message when inputting incorrect email
[INFO ] [2022-07-11 22:16:22,263] --------------Passed---------------
[INFO ] [2022-07-11 22:16:22,274] Login - Step 1: Click on My Account Link
[INFO ] [2022-07-11 22:16:23,701] Login - Step 2: Input correct email into email textbox
[INFO ] [2022-07-11 22:16:23,754] Login - Step 3: Input incorrect password into password textbox
